Date_Time,Shape,Duration,City,State,Latitude,Longitude,Comments
11/18/2012 18:15,Light,3 minutes,Rockton, IL,42.4510099,-89.058911,Orange orbs above tollway  Driving south on I-90 about a mile south of Illinois tollway plaza 1 we saw 6 orange orbs in a definite rectangle pattern that seemed to be moving north following the highway.  There was another further south by itself.
11/18/2012 18:12,Changing,6 minutes,Stroudsburg, PA,41.00551907,-75.17893751,"Yellow orb chased off by multiple civilian aircraft.  Seen solid yellow light moving in different directions with no direction.    Within seconds, what appeared to be civilian aircraft with flashing and solid lights and appeared to hover and change direction like helicopters appeared.  They swarmed until 6 -7 of them were hovering when the yellow light quickly took off much faster than anything man made.    The aircraft could have been drones.  Different shapes and manufacturers.  I could tell.  No sound whatsoever.    This blows my mind."
11/18/2012 18:00,Changing,2 minutes,Olivehurst, CA,39.08392185,-121.5470775,"2 Sightings in one day  Driving southbound to go home my husband and I saw a weird shape in the sky during daylight. It appeared translucent and we had thought it might have been a plastic bag at first.  It then was a lot bigger with a round shape but as it started going off in the distance looked like it changed shape.  Later that night we had seen a large object that appeared like it was touching down with large red flashing lights.  Our attention was on this triangle shaped object that we failed to notice the hovering, identical craft right above it.  We only saw this long enough for us to get on the exit and it disappeared."
11/18/2012 18:00,Light,20 minutes,Santa Clara, UT,37.12420873,-113.6523114,"Light that changed color from blue to green &amp; abruptly changed at a high rate of speed.  Outside of Santa Clara River Reserve. Large blue light that changed to green and back to blue on multiple occasions. Light was seen traveling at a high rate of speed into the sky &amp; back down to the horizon, then horizontal along the cliff faces of west Snow Canyon State Park. Light would change direction at a 45 degree angle. Disappeared mid-sky. Three witnesses and video."
11/18/2012 17:45,Disk,2 minutes,Russell springs, KY,37.04976149,-85.07448448,"Red flame saucer over Kentucky  It was red.A disc or saucer shape.  Spinning,was visible for around two minutes.  Picture was taken.  Only one.  Observer is completely sane."
11/18/2012 17:00,Fireball,50 minutes,Worth, IL,41.69045945,-87.79050934,"Fireballs appear out of nowhere and morph shapes as they hover away.  My fiance' and I went out to take a walk. We looked to the east and a few miles away we seen fireballs hovering, lining up in formations (triangles, straight lines), changing shape, and moving. We watched more and more appear out of nowhere.  A bright light would start to form into something bigger and bigger, red and orangish.  It would stand still then slowly move to the east. Every object basically did the same thing, line up, hover, and then proceed to the east, one after another.  They would move east, we lost them behind trees, and then just fade away into the sky as if they were planes in a distance with no navigation lights.  Every move they made seemed to be for a reason. After about 20 minutes of watching we decided to call the local Police.    An officer pulled up to us and watched for about 10 minutes and made comments such as, &quot;That's weird,&quot; and &quot;Maybe were under attack.&quot;  The officer pulled off in hopes of getting closer to the objec! ts.  We watched for another 20 minutes before the last one just sat there. We left in frusteration because we knew we would never find the real truth.  It became frusterating watching objects so close to you and where your loved ones live and having no control as to what can happen next."
11/18/2012 17:00,Changing,45 minutes,Worth, IL,41.69045945,-87.79050934,"Fireballs turning into plane like objects  My fianc&eacute; and I were walking around on 116th and Harlem Ave and noticed 3 bright red/orange lights in the eastern sky, twice the size of large stars, in a triangle form, they slowly started moving away, got smaller, as small as a plane in the sky, then turned into what looked like planes because they had small flashing white and red lights, exactly how planes do in the sky, and flew Northeast.    Then smaller lights started appearing out of no where, and within 5 minutes went for smaller orange/red lights into these large lights hovering and would slowly move then stop and hover some more all while turning brighter and brighter and larger, almost like they were going to burst.  After getting extremely bright and large they would then get smaller and smaller and eventually turn into small plane lighting objects and fly northeast.  There were as many as 4-6 in the sky as once and when they changed and flew away more would come out of nowhere and repeat the cycle.    We're very active sky watchers and this was something we've never seen before so we called a non emergency number in Worth IL, and reported the sight to have possibly have someone else come and see them.  A police officer was able to come by, he didn't get out of the car but said he noticed them as he was turning into the lot we were in. His first thought was Chinese lanterns, however, I've seen lanterns before but there was no way they were lanterns because of the distance they were incomparions to the brightness, as well as the way they were flying, stopping and changing shape.  He finally just said he doesn't know then, and said it was weird, and that he was going to drive closer to the area.  After about 50 mins no more appearing and we left.  They made no sound, and the strangest part was how they turned into what one might think are airplanes in the sky after being so larger and bright, almost like fireballs in the sky, but turning into planes and flying away, and the only! reason I keep saying plane like object is because of the way ! they loo ked like when they got small and flew away, they had a small red blinking light like planes do with a constant small white light."
11/18/2012 6:40,Unknown,30 seconds,Birmingham, AL,33.54944719,-86.79825125,"Fast Light Moving  a bright light moving extremely fast over the red mountain express, with a tail of fire, lasted about 5 secs and the light went out."
11/18/2012 1:40,Other,10-20 seconds,Pigeon Forge, TN,35.78757332,-83.55877141,"Cloud like structure flew quickly across the sky.  Standing on our balcony smoking a cigarette, girlfriend and I were looking at the stars hoping to see some Leonids.  A bright cloud like structure came into view from the Eastern sky, and quickly jetted across the entire skyline. It was similar in shape to this little mspaint thing I drew up:   http://i.imgur.com/795OK.jpg    It lasted about ten to twenty seconds."
11/18/2012 0:40,Disk,1-3 seconds,Carlsbad, CA,33.12929436,-117.2821327,"Green saucer strobes in and out of sight into horizon  My friend was driving me home.  She pulled out of her parking spot and we drove down the street about a block. We were facing north at a stop sign.  I saw from the corner of my right eye a light flying north as well. It was moving at an incredible speed.  Way too fast to have been an airplane.  At first i thought it was a comet but it started turn on and off (would disappear and reappear, it did this 2 times) and was mint/pine green in color. I say it for about 1-3 seconds before it flew out into the distance."
11/17/2012 23:30,Light,30+ minutes,Ansted, WV,38.13827297,-81.09909142,"multicolored flashing light on cloudy night.  I walked outside to lock my car and looked up and saw the light in the sky, I didn't think anything of it until I realized it was very cloudy.  I sat outside in my car for a little while just watching it for about 15 minutes.  My husband came outside wondering what I was doing and he was amazed he had never seen anything like that either.  A few minutes later I got a phone call from my niece who lives about ten minutes away asking me if I saw a strange light outside towards the south over the mountain, she was doing some homework for her astronomy class in college.  We were seeing the same thing, she got off the phone to call her professor to see if he was seeing the same thing and I did not hear back from her.  But she said it was roughly 30 degrees to the southwest of Jupiter and roughly 50 degrees south south west away from Sirus whatever that means.  I took a video of the strange light in the sky.  It was changing colors, pale blue, white, orange, green a! nd red and it was flashing in and out.  There was no sound."
11/17/2012 23:00,Oval,3 hours,Turner, ME,-70.2561671,44.2564588,"Very bright and changing colr very clear red , blue and white  While looking in the sky I noticed a bright oval with alternating red, blue, and white lights a little above the tree line, east of my location. Towards Wayne I asked my wife to come and look at this object in the sky? At first it looked closer and slowly moved up, and moving from side to side.  We watched this object for a while going sideways and up out only to watch it move, while staying in the same vicinity. You can clearly see blue, red, and a white color, Very bright and still in the same vicinity after two and a half hours.  My daughter came out, and kept asking me what that could be, and that&#8217;s what prompted me to write this and hopefully find out or at least have someone else say they saw the same thing.    ((NUFORC Note:  Witness provides no contact information.  PD))"
11/17/2012 23:00,Diamond,5 minutes,Peoria, IL,40.75990107,-89.63170112,"Pattern of orange/red round objects seen over Peoria, IL at about 11:00 PM on 11/17/12  On November 17, 2012, at approximately 2300 hrs, my wife and I exited our apartment in Peoria, IL to take our dog out for a short walk.  Shortly after I stepped outside, I observed several (approximately 5 or 6) orange or red round objects in the sky to the north of our apartment.  For purposes of orientation, I can say that the objects were visible north of the intersection of Allen Rd. and Willow Knolls Rd. over that area&#8217;s car dealerships (Lexus, Toyota, Nissan).  The objects were in some sort of pattern, possibly a diamond shape.  At first I thought the pattern looked like a fireworks display of some sort, but I heard no explosions.  In fact, I did not hear any noise at all coming from the area.  I pointed the objects out to my wife and she began trying to take photos and video with my cellular phone.  Unfortunately, upon review of the video, the objects were not visible.  We also saw a male exit a vehicle up the road (unknown how many passengers we! re in the car) from our apartment to look at the objects, but we did not speak to each other.  As we continued to observe the objects in the sky, we noticed that some of the objects would suddenly fade away.  However, we also saw new orange/red round objects rising up from the ground in the same area north of our apartment.  While they were ascending, I noticed that the objects hovered in a manner that was somewhat similar to helicopters. But, I have never seen helicopters move quite like this and I can&#8217;t imagine why helicopters would be forming patterns in the sky at night.  The rising objects then joined the other objects before they also vanished.  By about 2305 hrs, all of the objects were gone."
11/17/2012 23:00,Sphere,5 minutes,Peoria, IL,40.75990107,-89.63170112,"Red Orange spheres seen in Peoria Il  My husband and I were out to take our dog for her last potty break of the night at 11:00 pm when he pointed out a strange arrangement of lights north of us.  The lights were red and orange in color and brighter than any star in the sky.  The sky was clear and the stars were visible and the lights I saw were not stars or Chinese lanterns.  The lights were arranged forming a round x, five for each curved line, then more lights, four that I was able to spot.  I probably missed a few because I was trying to record it with a cell phone camera that did not capture a thing.  The four lights seemed to launch from below and join the moving x, then all the lights that were forming the curved x disappeared. After that, only three were left that just moved upward north and vanished into the sky.  This beautiful occurrence lasted only 5 min."
11/17/2012 20:30,Oval,20-30 seconds,Oswego, IL,41.69175843,-88.33400628,"4 silent orange balls of light flying across field of view chasing each other at decent rate of speed and quite low above Oswego, IL.  I had just arrived home in Aurora, IL with my wife, mother-in-law and two girls right about 8:30 pm. It was already dark outside being that it was mid-November. We had groceries in the car that we had to unload them before my wife was to take her mother home in Naperville, IL.  So we all got out of the car, the girls went inside followed by the rest of us carrying the groceries. I came back outside by myself to get the rest of the groceries. As I walked down to the car that was parked in the middle of the driveway, I noticed an orange ball of light with blurry edges come to view on my left moving south to north in a perfectly straight line. It was moving at a pretty good speed and awfully low which is why I stayed fixated on it!  All of a sudden, a second identical ball of light showed up right behind it! By then, the first ball of light was right in front of me, but disappeared behind my neighbor&#8217;s house that was also in front of me. I then turned by attention to the 2nd ball of light that was following the first and I watched it as it began to move in front of me&#8230;.Just as I stayed transfixed on it, I noticed yet another ball of light pop up behind it that looked just like the first two and chasing the second ball of light. It was then that I knew that these were not planes! All I can say was that they were bright orange balls of light chasing one another. I then instantly realized that these were not planes! Planes simply do not behave like this; they do not chase each other in this manner or fly so low.   I then ran into the house through the garage and I frantically told my wife, who was in the kitchen, to come with me and to make it fast because I had to show her something before they disappeared. She was actually pretty startled by my sense of excitement. She came running out and I pointed out the two lights. By then, the 2nd ball of light had just began to peek out again from being out of view due to my neighbor&#8217;s house all while the 3rd ball of light was just about to be covered by my neighbor&#8217;s house.   Suddenly, we both then noticed that an identical 4th ball of light appeared flying in the same manner, path and height as the other 3 balls of lights that preceded it. All 4 objects looked identical, flew in the same speed and height all while following each other and were very low. They were so low that they should have made some noise, but they were perfectly silent. They made no sound whatsoever. They all appeared to by flying along US-30 which would put them over in Oswego, IL air space which is the direction I was facing. As all of the objects peeked out from behind my neighbor&#8217;s home, they changed their direction all heading west towards Oswego at which time they simply disappeared in the distance.   My wife and I were left dumbfounded by what we just witnessed. After the last light disappeared, we simply got the rest of the groceries and came back into the house. I was left intrigued by the whole experience and I began to look over the internet for any mentions of the same from other people in the area. Though I did not find any mentions of today&#8217;s sightings from other area people, I did stumble upon several internet sites, including this site, referencing similar/recent sightings of the same orange lights in Oswego, IL."
11/17/2012 20:23,Light,1 minutes,Phoenix, AZ,33.47809721,-112.1164942,It was a bright orange light.  Me and my dad was out side just looking up at the stars. When i saw the object in the south eastern sky. so i told my dad to look that's when he saw it. he told me to get his camera and to get my mom but by the time i got my mom and the camera it was gone. after that my dad went in and about a minute later the sky was full of helicopters.   ((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))
11/17/2012 19:52,Light,4 minutes,Polson, MT,47.69646348,-114.1779033,something in the montana air....  7 crafts light  orange glow ball that formed a triangle ... for a few mins ... then  rose up 1 at a time and disappeared.... a few min  later 1 more  appeared for aprox 2 min then rose up to the north and disapeared... at first it looked like a large group of helicopters /// coming in several thousand feet over the mission mt. range apron 8k feet... then they sat for a bit ... then rose up to the north /// 4 of the lites formed a triangle/// the other 3 were in a row /// they looked spaced a bit like  stars //// example the big dipper///  could have been ?  but have never seen anything like this before...in this part of mt you dont see to many aircraft...apron 5k population..   ((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))
11/17/2012 19:23,Triangle,30 seconds,Hooksett, NH,43.09722002,-71.4609795,"Very Thin Flashes of Light and Triangular Object.  My husband and I were driving home from work on I-93. Just before we reached the Hooksett Toll Booth, I saw some very thin flashes of light in the sky ahead of us, occuring every couple of seconds. I passed I off as being light reflecting on wires. I moved my head to try to get a better view when the next one flashed and my husband asked, &#8220;Did you see that, too?&#8221;  I told him I had seen several and told him it was just car lights reflecting on the wires and he pointed out to me that there were no wires on that part of the highway. When we saw one more, I leaned forward and looked upward, through the windshield. What I saw was a triangular shape with a distinct circle on each &#8220;corner&#8221; (three circles in all). There was no light emitting from under the craft and it blended in with the night sky (almost appearing transparent).  It moved very quickly in a southerly direction."
11/17/2012 19:17,Sphere,1 minute,Ravenna, OH,41.15463296,-81.24510354,"Two glowing orange fiery orbs sighted by Ravenna , Ohio family  I am a former Marine and have seen many things in the sky, but this past Saturday night at around 7:15,  what I witnessed with my family can not be explained. I went out on the porch to smoke, and two glowing orbs caught my immediate attention. They were coming over the tree-line from the south-east, and heading northwest. They were traveling too slow to be a plane, too fast to be a blimp , and there was virtually no noise to them.   On the little bit of video I captured ( I ran into the house for my phone when I realized I might be seeing a UFO ), you can hear a regular plane flying over our heads about a mile away. These orbs came over the treeline, maybe 300 feet over our heads and travelled close in proximity and in unisone. As the orbs flew off, they were joined by two more, and seemed to line up on top of each other, forming a triangle. They then continued in their westerly direction until I could no longer view them."
11/17/2012 19:13,Fireball,9 minutes,Cedarburg, WI,43.29713644,-87.98934795,"8 red/orange fireball objects, evenly spaced  We saw (8) evenly spaced fireball-like objects, traveling at an absolutely even pace...a group of three gathered at the &amp;quot;end point&amp;quot; of where we saw them, and vanished.  They were all identical.  Red, orange, sphere-like &quot;torch end&quot; in appearance, and after the first 3 to 4, we could actually count when the next one would appear...and then they stopped.  They seemed to be going slow, and appeared to be in &quot;our{ atmosphere, not high in the sky, and totally silent.    We are husband and wife, we were in 2 different rooms, doing separate activities, wife got up and went outside for no apparent reason, called husband after counting the first 5, and he witnessed the last 3."
11/17/2012 19:00,Unknown,2 minutes,Enfield, CT,-72.5494444,41.975,"15 Orange lights on horizon  Approximately 12-15 orange lights of varying intensities, some as bright as the planet Jupiter, others somewhat dimmer were viewed low in the West. The lights were seen near the waxing crescent moon low on the horizon in a random pattern. They were clearly visible even though they were only several degrees from the moon&#8217;s position.  There were no flashing lights, no movement and no sounds. The lights remained stationary for the 2 minutes I stood to observe.  The lights covered an area much too large to be on one vehicle; they would have been individual vehicles. They covered an area in the sky that would be covered by an outstretched hand.  I came back to the same spot 20 minutes later and they were gone."
11/17/2012 19:00,Fireball,20 minutes,Cedarburg, WI,43.29713644,-87.98934795,9 orange &amp;quot;fireballs&amp;quot; track across sky  7:00 PM My wife and I were standing on our deck when a strange very bright orange ball apppeared in the southern sky.  Soon several appeared following on the same track. The objects tracked from the southeast to the northwest flying directly over our location.  Each was in view for 1 to 2 minutes and there were 9 total.  The distance between them was relativly consistant as well as the speed.  They were at a low altitude no more than a few thousand feet and they made no sound.  Looking through the binoculars they looked like bright orange fireballs.
11/17/2012 18:45,Light,2 minutes,Springfield, MO,37.1904258,-93.27894761,"Red light moves at excessive speed, stays absolutely still and changes direction abruptly  I was in my front yard when I saw what I thought was a skyrocket.  It was bright red, like police lights but not flashing.  I watched it going up waiting for it to explode.  It stopped dead still for about 5 seconds then took off at a very high rate of speed and stopped abruptly for a split second, then changed direction and flew slowly out of sight."
